JURISDICTION,COUNTY,YEAR,APN,STREET_ADDRESS,EXISTING_USE_TYPE,NUM_OF_UNITS,SURPLUS_TYPE,PARCEL_SIZE,NOTES
ALAMEDA COUNTY,ALAMEDA,2021,414-0021-060-00,"20095 Mission Boulevard, Cherryland",Vacant,0,Exempt Surplus Land,0.21,Executed DDA
ALAMEDA COUNTY,ALAMEDA,2021,414-0021-061-00,"20096 Mission Boulevard, Cherryland",Vacant,0,Exempt Surplus Land,0.89,Executed DDA
ALAMEDA COUNTY,ALAMEDA,2021,414-0021-078-00,"20097 Mission Boulevard, Cherryland",Vacant,0,Exempt Surplus Land,0.84,Executed DDA
ALAMEDA COUNTY,ALAMEDA,2021,414-0021-079-00,"20098 Mission Boulevard, Cherryland",Vacant,0,Exempt Surplus Land,0.33,Executed DDA
ALAMEDA COUNTY,ALAMEDA,2021,414-0021-080-00,"20099 Mission Boulevard, Cherryland",Vacant,0,Exempt Surplus Land,0.18,Executed DDA
SAN BERNARDINO COUNTY,SAN BERNARDINO,2021,0468-291-05,Southwest corner of Olive Street and Third Street (jurisdiction: San Bernardino County),Vacant,0,Excess,0.18,Oro Grande Maintenance Shed
SAN BERNARDINO COUNTY,SAN BERNARDINO,2021,0229-283-96*,"9500 Etiwanda Ave, Rancho Cucamonga, CA",Vacant,0,Excess,32,Adjacent West Valley Detention Center
SAN BERNARDINO COUNTY,SAN BERNARDINO,2021,"0210-181-44*
0210-181-45*","1050 N. Archibald Ave, Ontario, CA",Vacant,0,Excess,14,Adajcent Topgolf
SAN BERNARDINO COUNTY,SAN BERNARDINO,2021,"0262-042-19
0262-042-20","19777 Cajon Blvd, San Bernardino, CA",Vacant,0,Excess,120,Cajon Landfill
MILPITAS,SANTA CLARA,2021,2230041,North McCarthy Blvd at Dixon Landing Road,Vacant,0,Excess,1.43,Flood control project (soon to be exempt surplus).
LOS ANGELES,LOS ANGELES,2021,2176-026-904,"18825 W Edleen Dr.
Los Angeles, CA 91356",Vacant,0,Exempt Surplus Land,0.45,"Vacant lot

Direct Sale - Exempt Surplus"
HAYWARD,ALAMEDA,2021,"078C-0800-032-00, 078C-0800-031-00, 078C-0800-029-00, 078C-0800-033-00, APN 078C-0800-035-00, 078C-0800-039-00,  078C-0800-040-00, 078C-0800-041-00, 078C-0800-042-00, 078C-0800-030-00, 078C-0800-034-00, 078C-0800-036-00",Parcel Group 4. Located between Harder Road and Calhoun Street,Vacant,0,Exempt Surplus Land,80.7,"Resolution adopted by City Council on Dec. 14, 2021"
HAYWARD,ALAMEDA,2021,445-0180-001-00,Parcel Group 6,Vacant,0,Exempt Surplus Land,29,"Resolution adopted by City Council on Dec. 14, 2021"
BAKERSFIELD,KERN,2021,014-280-22,1001 Baker Street,Vacant,0,Exempt Surplus Land,1.47,Currently under option for mixed-use housing project
BAKERSFIELD,KERN,2021,139-422-06,121 Milham Drive,Vacant,0,Excess,0.23,Future availablitiy
BAKERSFIELD,KERN,2021,018-250-26,29 Augusta Street,Vacant,0,Excess,0.14,Future availablitiy
BAKERSFIELD,KERN,2021,139-431-07,16 Milham Drive,Vacant,0,Excess,0.22,Future availablitiy
BAKERSFIELD,KERN,2021,018-220-02,Virginia Ave/S. Owens Street,Vacant,0,Excess,0.07,Future availablitiy
BAKERSFIELD,KERN,2021,018-220-01,Virginia Ave/S. Owens Street,Vacant,0,Excess,0.07,Future availablitiy
BAKERSFIELD,KERN,2021,018-220-31,333 Augusta Street,Vacant,0,Excess,0.07,Future availablitiy
BAKERSFIELD,KERN,2021,139-360-14,220 South King Street,Vacant,0,Excess,0.12,Future availablitiy
BAKERSFIELD,KERN,2021,018-112-09,1213 Murdock Street,Vacant,0,Excess,0.15,Future availablitiy
BAKERSFIELD,KERN,2021,172-042-08,3412 Hale Street,Vacant,0,Excess,0.19,Future availablitiy
BAKERSFIELD,KERN,2021,006-590-22,1300 R Street Unit 22,Vacant,0,Excess,0.02,Future availablitiy
BAKERSFIELD,KERN,2021,006-590-23,1300 R Street Unit 23,Vacant,0,Excess,0.02,Future availablitiy
BAKERSFIELD,KERN,2021,006-590-24,1300 R Street Unit 24,Vacant,0,Excess,0.02,Future availablitiy
BAKERSFIELD,KERN,2021,006-590-25,1300 R Street Unit 25,Vacant,0,Excess,0.02,Future availablitiy
BAKERSFIELD,KERN,2021,006-590-26,1300 R Street Unit 26,Vacant,0,Excess,0.02,Future availablitiy
BAKERSFIELD,KERN,2021,006-590-27,1300 R Street Unit 27,Vacant,0,Excess,0.02,Future availablitiy
BAKERSFIELD,KERN,2021,006-590-28,1300 R Street Unit 28,Vacant,0,Excess,0.02,Future availablitiy
BAKERSFIELD,KERN,2021,006-590-29,1300 R Street Unit 29,Vacant,0,Excess,0.02,Future availablitiy
BAKERSFIELD,KERN,2021,006-590-30,1300 R Street Unit 30,Vacant,0,Excess,0.02,Future availablitiy
BAKERSFIELD,KERN,2021,006-590-31,1300 R Street Unit 31,Vacant,0,Excess,0.02,Future availablitiy
BAKERSFIELD,KERN,2021,006-590-32,1300 R Street Unit 32,Vacant,0,Excess,0.02,Future availablitiy
BAKERSFIELD,KERN,2021,006-590-33,1300 R Street Unit 33,Vacant,0,Excess,0.02,Future availablitiy
BAKERSFIELD,KERN,2021,006-590-34,1300 R Street Unit 34,Vacant,0,Excess,0.02,Future availablitiy
BAKERSFIELD,KERN,2021,006-590-35,1300 R Street Unit 35,Vacant,0,Excess,0.02,Future availablitiy
BAKERSFIELD,KERN,2021,006-590-36,1300 R Street Unit 36,Vacant,0,Excess,0.02,Future availablitiy
BAKERSFIELD,KERN,2021,002-091-26,2806 Q Street,Vacant,0,Excess,0.06,Future availablitiy
BAKERSFIELD,KERN,2021,148-240-01ptn,800 Wible Road,Vacant,0,Excess,0.15,Future availablitiy
BAKERSFIELD,KERN,2021,PTN 020-383-02,604 Montclair Street,Vacant,0,Excess,0.23,Buildable Residential Lot
BAKERSFIELD,KERN,2021,PTN 020-471-11 & PTN 020-471-10,4212 La Mirada Drive,Vacant,0,Excess,0.25,Buildable Residential Lot
BAKERSFIELD,KERN,2021,533-012-27,Hwy 178 and Hwy 184,Vacant,0,Excess,0.75,Possible future availability
BAKERSFIELD,KERN,2021,387-150-24,Hwy 178 west of Comanche,Vacant,0,Excess,3.25,Possible future availability
BAKERSFIELD,KERN,2021,PTN of 020-482-12 & PTN of 020-482-13,PTN of 4300 Hillsborough & PTN of 4304 Hillsborough,Vacant,0,Exempt Surplus Land,0.01,Landlocked Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN of 020-482-11 & PTN of 020-482-12,PTN of 4200 Hillsborough & PTN of 4204 Hillsborough,Vacant,0,Exempt Surplus Land,0.01,Landlocked Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN of 020-482-12 & PTN of 020-482-13,PTN of 4204 Hillsborough & PTN of 4208 Hillsborough,Vacant,0,Exempt Surplus Land,0.01,Landlocked Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN of 020-482-13 & PTN of 020-482-14,PTN of 4208 Hillsborough & PTN of 4212 Hillsborough,Vacant,0,Exempt Surplus Land,0.01,Landlocked Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN of 020-482-14 & PTN of 020-482-15,PTN of 4212 Hillsborough & PTN of 4216 Hillsborough,Vacant,0,Exempt Surplus Land,0.01,Landlocked Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN of 020-482-15 & PTN of 020-482-16,PTN of 4216 Hillsborough & PTN of 4300 Hillsborough,Vacant,0,Exempt Surplus Land,0.01,Landlocked Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN of 020-482-16,PTN of 4300 Hillsborough,Vacant,0,Exempt Surplus Land,0.01,Landlocked Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN 020-521-01,4508 Woodlake Drive,Vacant,0,Excess,0.1, Uneconomic Remnant
BAKERSFIELD,KERN,2021,149-212-10ptn,3401 Elcia Drive,Vacant,0,Excess,0.07, Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN 149-211-09 & PTN 149-110-10,3404 Elcia Drive,Vacant,0,Excess,0.09, Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN 020-373-02,4601 Charter Oaks,Vacant,0,Excess,0.05, Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN 020-373-11,701 Montclair Street,Vacant,0,Excess,0.07, Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN 020-374-04,708 Montclair Street,Vacant,0,Excess,0.12, Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN 020-481-15,4405 Hillsborough Drive,Vacant,0,Excess,0.1, Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN 020-481-11,4404 Kentfield Drive,Vacant,0,Excess,0.1, Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN 020-482-06,4317 Kentfield Drive,Vacant,0,Excess,0.1, Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN 020-512-10,4417 Woodlake Drive,Vacant,0,Excess,0.13, Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN 020-513-02,4416 Woodlake Drive,Vacant,0,Excess,0.05, Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN 020-522-03 & 020-522-04,4408 Kensington Avenue,Vacant,0,Excess,0.09, Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN 020-524-07,4401 Kensington Avenue,Vacant,0,Excess,0.08, Uneconomic Remnant
BAKERSFIELD,KERN,2021,531-011-07,Hwy 178 and Morning Drive,Vacant,0,Excess,7.25,No Access with utility easement
BAKERSFIELD,KERN,2021,531-011-19,Hwy 178 and Morning Drive,Vacant,0,Excess,8.5,No Access with utility easement
BAKERSFIELD,KERN,2021,PTN 003-030-01,2331 Beech Street,Vacant,0,Excess,0.06, Uneconomic Remnant
BAKERSFIELD,KERN,2021,PTN 003-101-01,2316 B Street,Vacant,0,Excess,0.06, Uneconomic Remnant
SAN DIEGO,SAN DIEGO,2021,42120507,3440 Sandrock Road,Vacant,0,Exempt Surplus Land,0.34,Declared Exempt Surplus Land on 6/29/2021; Proposed for Permanent Supportive Housing; former library.  Vacant.
BRISBANE,SAN MATEO,2020,007556010,1100 San Bruno Ave,Vacant,0,Surplus Land,1.29,BHA Resolution 2020-01; 03-19-20
BRISBANE,SAN MATEO,2020,007560120,1100 San Bruno Ave,Vacant,0,Surplus Land,0.06,BHA Resolution 2020-01; 03-19-20
BRISBANE,SAN MATEO,2020,007560130,1100 San Bruno Ave,Vacant,0,Surplus Land,1.34,BHA Resolution 2020-01; 03-19-20
BRISBANE,SAN MATEO,2020,007560140,1100 San Bruno Ave,Vacant,0,Surplus Land,1.31,BHA Resolution 2020-01; 03-19-20
NEEDLES,SAN BERNARDINO,2020,0185-233-55,Intersection of Lillyhill and Casa Linda,Vacant,0,Surplus Land,0.78,Parcel map to remove .78 acre of surplus land
ESCONDIDO,SAN DIEGO,2020,230-141-01,Washington Avenue and Ash Street,Vacant,0,Surplus Land,3.25,None
ESCONDIDO,SAN DIEGO,2020,234-240-05,1889 South Citrus Ave,Vacant,0,Surplus Land,3.5,None
SAN BERNARDINO COUNTY,SAN BERNARDINO,2020,0239-031-55*,"South of Glen Helen Parkway, East of Interstate 15 (jurisdiction: County of San Bernardino)",Vacant,0,Surplus Land,4.33,"Clearwater Parkway Auction; surplus Board date: 10/20/20
*a portion of"
MORRO BAY,SAN LUIS OBISPO,2020,068-159-016,Bolton and Downing,Vacant,0,Surplus Land,0.16,R.1/S.2 zoning
FILLMORE,VENTURA,2020,053-0-094-365,510 Santa Clara Street,Vacant,0,Surplus Land,0.39,Purchase and Sale Agreement in process
FILLMORE,VENTURA,2020,053-0-083-230,Mountain View and Santa Clara Street,Vacant,0,Surplus Land,2.1,Purchase and Sale Agreement in process
FILLMORE,VENTURA,2020,053-0-071-170,338 Central Avenue,Vacant,0,Surplus Land,0.14,To be considered for sale
MAYWOOD,LOS ANGELES,2020,6313-001-900,5110 District Boulevard,Vacant,0,Surplus Land,0.02,Vacant Parking Lot
AZUSA,LOS ANGELES,2020,8605-019-906,975 W. Foothill Blvd. / Miller Ave.,Vacant,0,Surplus Land,1.25,Surplus Land
AZUSA,LOS ANGELES,2020,8605-019-907,975 W. Foothill Blvd. / Miller Ave.,Vacant,0,Surplus Land,0.27,Surplus Land
OAKLAND,ALAMEDA,2021,32-2084-50,3614 Foothill Blvd,Vacant,0,Surplus Land,0.12,vacant lot
OAKLAND,ALAMEDA,2021,32-2084-51,3600 Foothil Blvd,Vacant,0,Surplus Land,0.24,vacant lot
OAKLAND,ALAMEDA,2021,32-2115-37-1,3566 Foothill Blvd,Vacant,0,Surplus Land,0.15,vacant lot
OAKLAND,ALAMEDA,2021,32-2115-38-1,3550 Foothill Blvd,Vacant,0,Surplus Land,0.27,vacant lot
OAKLAND,ALAMEDA,2021,41-4170-5-4,7001 Snell St,Vacant,0,Surplus Land,0.45,Coliseum City - misc (vacant lot); surplus designation made in error
OAKLAND,ALAMEDA,2021,41-4173-1-3,73rd Ave,Vacant,0,Surplus Land,0.32,Coliseum City - East (vacant lot)
OAKLAND,ALAMEDA,2021,41-4173-2-2,728 73rd Ave,Vacant,0,Surplus Land,0.35,Coliseum City - East (vacant lot)
OAKLAND,ALAMEDA,2021,41-4173-3-6,710 73rd Ave,Vacant,0,Surplus Land,0.52,Coliseum City - East (vacant lot)
OAKLAND,ALAMEDA,2021,42-4328-1-24,8000 S Coliseum Way,Vacant,0,Surplus Land,8.8,Coliseum City - South (Malibu Lot)
OAKLAND,ALAMEDA,2021,43A-4644-26,8280 MacArthur Blvd,Vacant,0,Surplus Land,0.15,vacant lot
OAKLAND,ALAMEDA,2021,43A-4644-28,8296 MacArthur Blvd,Vacant,0,Surplus Land,0.15,vacant lot
OAKLAND,ALAMEDA,2021,44-5014-5,9418 Edes Ave,Vacant,0,Surplus Land,0.4,vacant lot
OAKLAND,ALAMEDA,2021,44-5014-6-3,606 Clara St,Vacant,0,Surplus Land,0.2,vacant lot
OAKLAND,ALAMEDA,2021,47-5576-7-3,10451 MacArthur Blvd,Vacant,0,Surplus Land,0.52,vacant lot
OAKLAND,ALAMEDA,2021,48-5617-10-4,2660 98th Ave,Vacant,0,Surplus Land,0.34,vacant lot
OAKLAND,ALAMEDA,2021,48-5617-9-1,2656 98th Ave,Vacant,0,Surplus Land,0.14,vacant lot
OAKLAND,ALAMEDA,2021,48-6870-2,Barcelona St,Vacant,0,Surplus Land,4.71,Oak Knoll
OAKLAND,ALAMEDA,2021,48D-7277-32,Longcroft Dr,Vacant,0,Surplus Land,0.14,vacant lot
OAKLAND,ALAMEDA,2021,48F-7361-11,6226 Moraga Ave,Vacant,0,Surplus Land,0.55,vacant lot
SIERRA MADRE,LOS ANGELES,2021,5763-014-900,487 Woodland,Vacant,0,Surplus Land,0.36,6/8/21 Declared Surplus by City Council Resolution
HIGHLAND,SAN BERNARDINO,2021,1192-431-05,Immediately south of 7433 Central Avenue,Vacant,0,Surplus Land,2,"Joint Highland Housing Authority Project to develop affordable, multi-family senior apartments"
EL DORADO COUNTY,EL DORADO,2021,327-130-19-100,"6910 Perks Court, PVL",Vacant,0,Surplus Land,0.92,Appraisal complete 4/21/21.  Next step: issue NOAs
EL DORADO COUNTY,EL DORADO,2021,327-130-20-100,"6880 Perks Court, PVL",Vacant,0,Surplus Land,5.13,Appraisal complete 4/21/21.  Next step: issue NOAs
EL DORADO COUNTY,EL DORADO,2021,327-130-79-100,"No Address - Perks Court, PVL",Vacant,0,Surplus Land,0.02,Appraisal complete 4/21/21.  Next step: issue NOAs
RICHMOND,CONTRA COSTA,2021,435-200-004,Clark Rd,Vacant,0,Surplus Land,4.15,The vacant property is currently an access Point for East Bay Waldorf School. The property is not being utilized by the City for any governmental purposes and is suitable for future development.
FREMONT,ALAMEDA,2021,501 180000150,Isherwood Way / Barnard Drive,Vacant,0,Surplus Land,11,"Parcel is 28.58 acres, but only a portion has been declared surplus"
VISALIA,TULARE,2021,97241003,"Tulare & Santa Fe, SE corner",Vacant,0,Surplus Land,0.71,None.
VISALIA,TULARE,2021,103120085,"Houston & McAuliff, SE corner",Vacant,0,Surplus Land,1.43,None.
SOUTH LAKE TAHOE,EL DORADO,2021,029-170-001,3900 Lake Tahoe Blvd,Vacant,0,Surplus Land,0.34,STRSA Long Range Property Management Plan
SOUTH LAKE TAHOE,EL DORADO,2021,029-170-002,3908 Lake Tahoe Blvd,Vacant,0,Surplus Land,0.82,STRSA Long Range Property Management Plan
ANAHEIM,ORANGE,2021,12660222,126 S. Beach Blvd.,Vacant,0,Surplus Land,0.87,NOFA Released 2/1/22
ANAHEIM,ORANGE,2021,12660231,130 S. Beach Blvd.,Vacant,0,Surplus Land,1.51,NOFA Released 2/1/22
ANAHEIM,ORANGE,2021,12660229,2970 W. Lincln Avenue,Vacant,0,Surplus Land,0.62,NOFA Released 2/1/22
RICHMOND,CONTRA COSTA,2021,534-024-021,502 Enterprise Ave,Vacant,0,Surplus Land,0.14,"Subject property is currently utilized as a community garden. The site is in current temporary use, however not necessary for the City's long-term use and is suitable for affordable housing."
CONTRA COSTA COUNTY,CONTRA COSTA,2021,068-151-016 & 017,"2710 & 2706 East Tregallas, Antioch",Vacant,0,Surplus Land,0.31,May require a lot line adjustment or variance; located in City of Antioch jurisdiction
CONTRA COSTA COUNTY,CONTRA COSTA,2021,"067-283-010, 011, 012, & 013","28, 30 & 34 Drake Street and 2515 Lindberg St., Antioch",Vacant,0,Surplus Land,0.5,May require general plan conformance; located in City of Antioch jurisdiction
LIVERMORE,ALAMEDA,2021,99017502600,E Stanley Blvd,Vacant,0,Surplus Land,0.34,"Development challenges include lack of safe
public access, adjacent to railroad tracks and
in/adjacent to Arroyo Mocho Channel"
LIVERMORE,ALAMEDA,2021,99017502500,E Stanley Blvd,Vacant,0,Surplus Land,0.84,"""Development challenges include lack of safe
public access, adjacent to railroad tracks and
in/adjacent to Arroyo Mocho Channel"""
RICHMOND,CONTRA COSTA,2021,538-132-014,Macdonald Ave,Vacant,0,Surplus Land,0.12,"The Intended use for this property is sited in the Oversight Board to the Successor Agency to the Richmond Community Redevelopment Agency's LRMP Property Profile #14 is disposition and development consistent with the City's General Plan and Zoning Ordinance, the former Redevelopment Plan, the Former Agency's Five Year Implementation Plan, and other planning and feasibility documents developed by the Former Agency. Per CA Gov Code Section 54221, surplus land includes land that has been designated in the LRPMP either for sale or for future development but does not include any specific disposal of land to an identified entity described in the plan."
RICHMOND,CONTRA COSTA,2021,538-171-001,Nevin Ave,Vacant,0,Surplus Land,0.33,"The vacant property was transferred to the City of Richmond on April 21, 2020. The site was previously intended to be developed into a small 20-unit housing project. The property is not being utilized by the City for any governmental purposes and is suitable for future development."
RICHMOND,CONTRA COSTA,2021,538-250-001,800 Macdonald Ave,Vacant,0,Surplus Land,0.13,"The Intended use for this property is sited in the Oversight Board to the Successor Agency to the Richmond Community Redevelopment Agency's LRMP Property Profile #14 is disposition and development consistent with the City's General Plan and Zoning Ordinance, the former Redevelopment Plan, the Former Agency's Five Year Implementation Plan, and other planning and feasibility documents developed by the Former Agency. Per CA Gov Code Section 54221, surplus land includes land that has been designated in the LRPMP either for sale or for future development but does not include any specific disposal of land to an identified entity described in the plan."
RICHMOND,CONTRA COSTA,2021,538-250-012,8th St,Vacant,0,Surplus Land,0.19,"The Intended use for this property is sited in the Oversight Board to the Successor Agency to the Richmond Community Redevelopment Agency's LRMP Property Profile #14 is disposition and development consistent with the City's General Plan and Zoning Ordinance, the former Redevelopment Plan, the Former Agency's Five Year Implementation Plan, and other planning and feasibility documents developed by the Former Agency. Per CA Gov Code Section 54221, surplus land includes land that has been designated in the LRPMP either for sale or for future development but does not include any specific disposal of land to an identified entity described in the plan."
RICHMOND,CONTRA COSTA,2021,540-150-006,269 16th St,Vacant,0,Surplus Land,0.13,Subject property is a vacant parcel. The property is not being utilized by the City for any governmental purposes and is suitable for future development.
CLEARLAKE,LAKE,2021,000+A15:G35-000-00,0,Vacant,0,Surplus Land,0,Homestead Program
RICHMOND,CONTRA COSTA,2021,560-710-001,Northshore Dr,Vacant,0,Surplus Land,4.51,"The Intended use for this property is sited in the Oversight Board to the Successor Agency to the Richmond Community Redevelopment Agency's LRMP Property Profile #25 is disposition and development consistent with the City's General Plan and Zoning Ordinance, the former Redevelopment Plan, the Former Agency's Five Year Implementation Plan, and other planning and feasibility documents developed by the Former Agency. Per CA Gov Code Section 54221, surplus land includes land that has been designated in the LRPMP either for sale or for future development but does not include any specific disposal of land to an identified entity described in the plan."
RICHMOND,CONTRA COSTA,2021,561-144-002,Vernon Ave,Vacant,0,Surplus Land,5.2,Subject property is a remnant parcel from the construction of the Castro Street to Richmond Parkway interchange. The property is vacant with a water drainage feature on the western portion of the property. The remainder of the property is not being utilized by the City for any governmental purposes and is suitable for future development.
OAKLEY,CONTRA COSTA,2021,033-302-026,95 Laurel Road,Vacant,0,Surplus Land,1,Deeded to City for Child Care use
ELK GROVE,SACRAMENTO,2021,13401900380000,10251 Grant Line Rd,Vacant,0,Surplus Land,52.47,A portion was sold for an industrial project in fall 2021; this is the remaining portion.
LAKE FOREST,ORANGE,2021,614-021-31,"El Toro Road, near Jeronimo Road",Vacant,0,Surplus Land,0.16,Owned by Lake Forest Housing Authority
ANTIOCH,CONTRA COSTA,2021,066-092-001,801 W 2nd Street,Vacant,0,Surplus Land,0.17,former hotel site
ANTIOCH,CONTRA COSTA,2021,066-102-004,908 W 2nd Street,Vacant,0,Surplus Land,0.69,may be subject to flooding
ANTIOCH,CONTRA COSTA,2021,066-162-008,E 7th Street and A Street,Vacant,0,Surplus Land,0.18,contains portion of public street
ANTIOCH,CONTRA COSTA,2021,066-123-020,W 4th Street and L Street,Vacant,0,Surplus Land,0.13,contains portion of public street
ANTIOCH,CONTRA COSTA,2021,066-123-014,W 4th Street and L Street,Vacant,0,Surplus Land,0.2,contains portion of public street
ANTIOCH,CONTRA COSTA,2021,066-123-009,W 5th Street and L Street,Vacant,0,Surplus Land,0.11,contains portion of public street
ANTIOCH,CONTRA COSTA,2021,066-126-001,W 5th Street and L Street,Vacant,0,Surplus Land,0.09,contains portion of public street
ANTIOCH,CONTRA COSTA,2021,066-126-002,W 5th Street and L Street,Vacant,0,Surplus Land,0.09,contains portion of public street
ANTIOCH,CONTRA COSTA,2021,066-126-003,W 5th Street and L Street,Vacant,0,Surplus Land,0.09,contains portion of public street
ANTIOCH,CONTRA COSTA,2021,066-126-004,W 5th Street and L Street,Vacant,0,Surplus Land,0.09,contains portion of public street
ANTIOCH,CONTRA COSTA,2021,066-126-005,W 6th Street and L Street,Vacant,0,Surplus Land,0.09,contains portion of public street
ANTIOCH,CONTRA COSTA,2021,066-128-001,W 6th Street and L Street,Vacant,0,Surplus Land,0.09,contains portion of public street
ANTIOCH,CONTRA COSTA,2021,066-128-002,W 6th Street and L Street,Vacant,0,Surplus Land,0.11,contains portion of public street
ANTIOCH,CONTRA COSTA,2021,067-341-027,Claudia Court,Vacant,0,Surplus Land,1.69,Caltrans remnant
ANTIOCH,CONTRA COSTA,2021,067-342-001,Fitzuren Road,Vacant,0,Surplus Land,0.54,Caltrans remnant
ANTIOCH,CONTRA COSTA,2021,067-342-002,Fitzuren Road,Vacant,0,Surplus Land,0.7,Caltrans remnant
ANTIOCH,CONTRA COSTA,2021,071-021-018,Fitzuren Road,Vacant,0,Surplus Land,0.27,Frontage parcel
SACRAMENTO COUNTY,SACRAMENTO,2021,073-0050-015-0000,"14049 Boys Ranch Rd, Sloughhouse, CA 95630",Vacant,0,Surplus Land,140.26,"Former detention facility for youth offenders, comprised of 13 structures including two dormitories, classrooms, kitchen and laundry facilities, a gymnasium, recreation hall, a swimming pool, shops and storage units."
LOS ANGELES COUNTY,LOS ANGELES,2021,5247024900,4612 E 3rd St,Vacant,0,Surplus Land,0.17,Zoned SP-TOD
LOS ANGELES COUNTY,LOS ANGELES,2021,6150007924,11908 Wilmington Ave,Vacant,0,Surplus Land,0.15,Zoned SP-MU-1
LOS ANGELES COUNTY,LOS ANGELES,2021,6150006902,12031 Willowbrook Ave,Vacant,0,Surplus Land,0.25,Zoned SP-Res3
LOS ANGELES COUNTY,LOS ANGELES,2021,6149014908,11709 Holmes Ave,Vacant,0,Surplus Land,0.17,Zoned SP-MU-2
LOS ANGELES COUNTY,LOS ANGELES,2021,5825022902,2200 Yucca Lane,Vacant,0,Surplus Land,0.6,Zoned C-M
LOS ANGELES COUNTY,LOS ANGELES,2021,5825022903,2136 Yucca Lane,Vacant,0,Surplus Land,0.21,Zoned C-M
LOS ANGELES COUNTY,LOS ANGELES,2021,5827009901,2271 Lincoln Ave,Vacant,0,Surplus Land,0.17,"Zoned C-3, Adjacent to 5827009902"
LOS ANGELES COUNTY,LOS ANGELES,2021,5827009902,2261 Lincoln Ave,Vacant,0,Surplus Land,0.2,"Zoned C-3, Adjacent to 5827009901"
LOS ANGELES COUNTY,LOS ANGELES,2021,5827011903,2231 Lincoln Ave,Vacant,0,Surplus Land,0.27,"Zoned C-3, Adjacent to 5827011900"
LOS ANGELES COUNTY,LOS ANGELES,2021,5827011900,2231 Lincoln Ave,Vacant,0,Surplus Land,0.03,"Zoned C-3, Adjacent to 5827011903"
LOS ANGELES COUNTY,LOS ANGELES,2021,5827013901,2304 Lincoln Ave,Vacant,0,Surplus Land,0.14,Zoned C-3
LOS ANGELES COUNTY,LOS ANGELES,2021,5827011901,462 Archwood Pl,Vacant,0,Surplus Land,0.13,"Zoned C-3, Adjacent to 5827011902"
LOS ANGELES COUNTY,LOS ANGELES,2021,5827011902,470 Archwood Pl,Vacant,0,Surplus Land,0.13,"Zoned C-3, Adjacent to 5827011901"
SAN BRUNO,SAN MATEO,2021,020-013-250,Admiral Court,Vacant,0,Surplus Land,0.64,vacant site
SAN BRUNO,SAN MATEO,2021,020-013-260,Admiral Court,Vacant,0,Surplus Land,0.88,vacant site
SAN MATEO,SAN MATEO,2021,034-179-050,4th Ave and Railroad Ave,Vacant,0,Surplus Land,0.25,City parking lot-Developer selected for exclusive negotions for aff housing
SAN MATEO,SAN MATEO,2021,034-179-060,4th Ave and Railroad Ave,Vacant,0,Surplus Land,0.13,City parking lot-Developer selected for exclusive negotions for aff housing
SAN MATEO,SAN MATEO,2021,034-191-110,308 5th Avenue,Vacant,0,Surplus Land,0.35,"City parking lot-only one proposal received, rejected by City"
BRISBANE,SAN MATEO,2021,007-556-010,1100 San Bruno Ave,Vacant,0,Surplus Land,1.29,BHA Resolution 2021-01; 2-18-21 authorized sale of the property. HE reported realistic capacity for all 4 parcels is 21 units.
BRISBANE,SAN MATEO,2021,007-560-120,1100 San Bruno Ave,Vacant,0,Surplus Land,0.06,BHA Resolution 2021-01; 2-18-21 authorized sale of the property. HE reported realistic capacity for all 4 parcels is 21 units.
BRISBANE,SAN MATEO,2021,007-560-130,1100 San Bruno Ave,Vacant,0,Surplus Land,1.34,BHA Resolution 2021-01; 2-18-21 authorized sale of the property. HE reported realistic capacity for all 4 parcels is 21 units.
BRISBANE,SAN MATEO,2021,007-560-140,1100 San Bruno Ave,Vacant,0,Surplus Land,1.31,BHA Resolution 2021-01; 2-18-21 authorized sale of the property. HE reported realistic capacity for all 4 parcels is 21 units.
SACRAMENTO,SACRAMENTO,2021,"237-0081-057-0000, 237-0081-058-0000, 237-0081-064-0000",Rio Linda Blvd and Bell Ave,Vacant,0,Surplus Land,1.64,Tax Default /Transfer from County in 1974
SACRAMENTO,SACRAMENTO,2021,"251-0291-007-0000, 251-0291-008-0000",3211/3213 Rio Linda Blvd,Vacant,0,Surplus Land,0.28,Transfer from private party to City in 1987. Reason unknown
